CheeseId,CheeseName,ManufacturerName,ManufacturerProvCode,ManufacturingType,WebSite,FatContentPercent,MoisturePercent,Particularities,Flavour,Characteristics,Ripening,Organic,CategoryType,MilkType,MilkTreatmentType,RindType,LastUpdateDate
1588,Trecce (Saputo),Saputo,QC,Industrial,http://www.saputo.com/?langType=4105,18.00,60.00,"Bocconcini,  hand-braided",Delicat milk taste,"Thread-like cheese stored in salt water, velvety texture",Unripened,false,Soft Cheese,Cow,Pasteurized,No Rind,2016-02-03
1589,Fetos Feta (Saputo),Saputo,QC,Industrial,http://www.saputo.com/?langType=4105,22.00,55.00,Matured in brine,"Salty, slightly tangy and strong taste. Available seasoned with sundried tomatoes, olives or oregano.","Soft, smooth and crumbly texture",N/A,false,Semi-soft Cheese,Cow,Pasteurized,No Rind,2016-02-03
1590,Provolone (Saputo),Saputo,QC,Industrial,http://www.saputo.com/?langType=4105,24.00,45.00,Straw yellow surface colour,"Smooth and velvety, with a hint of butter, flavour becomes stronger and tangier with age","Pressed, cooked, stretch-type, interior-ripened cheese",N/A,false,Firm Cheese,Cow,Pasteurized,N/A,2016-02-03
1591,Tuma,Saputo,QC,Industrial,http://www.saputo.com/?langType=4105,15.00,65.00,N/A,"Fresh, very mild, lactic",White fresh cheese,Unripened,false,Fresh Cheese,Cow,Pasteurized,No Rind,2016-02-03
1593,Riopelle de l'Isle (Le),SCA L'Ile-aux-Grues,QC,Artisan,http://www.fromagesileauxgrues.com/splash/,35.00,50.00,Triple cream cheese,"Flavours of hazelnut, mushrooms and sweet butter",N/A,2 Months,false,Soft Cheese,Cow,Thermised,Bloomy Rind,2016-02-03
1594,Tomme de Grosse-Île,SCA L'Ile-aux-Grues,QC,Artisan,http://www.fromagesileauxgrues.com/splash/,30.00,45.00,N/A,"Woodsy aroma, slightly acid taste","Uniform texture showing small holes, brushed rind",2 Months,false,Semi-soft Cheese,Cow,Thermised,Brushed Rind,2016-02-03
1595,Mi-Carême,SCA L'Ile-aux-Grues,QC,Artisan,http://www.fromagesileauxgrues.com/splash/,29.00,50.00,N/A,"Sharp, hazelnut flavour with a slight bitterness","Bloomy rind, washed rind",2 Months,false,Soft Cheese,Cow,Thermised,Bloomy Rind,2016-02-03
1596,Cheddar vieilli de l'île-aux-Grues,SCA L'Ile-aux-Grues,QC,Artisan,http://www.fromagesileauxgrues.com/splash/,31.00,39.00,Aged from 6 months to 2 years,Hazelnut flavour that intensifies with age,"Pressed and cooked cheese, interior ripened",2 Years,false,Firm Cheese,Cow,Thermised,No Rind,2016-02-03
1597,St-Antoine (Le),SCA L'Ile-aux-Grues,QC,Artisan,http://www.fromagesileauxgrues.com/splash/,31.00,39.00,With herbs,Herbs flavor,Unripened,Less than 1 Month,false,Firm Cheese,Cow,Pasteurized,No Rind,2016-02-03
1598,Fermier (Le),Fromagerie La Suisse Normande,QC,Artisan,http://http://lasuissenormande.com/francais,25.00,55.00,N/A,"Mild, pungent and very salty",Goat's Feta. White and creamy texture which is not crumbly.,3 Months,false,Semi-soft Cheese,Goat,Raw Milk,No Rind,2016-02-03
1599,Capra (Le),Fromagerie La Suisse Normande,QC,Artisan,http://http://lasuissenormande.com/francais,25.00,40.00,N/A,"Sharp, slight fruity and hazelnut note finish",N/A,2 Months,false,Semi-soft Cheese,Goat,Raw Milk,Washed Rind,2016-02-03
1600,Caprice (Le),Fromagerie La Suisse Normande,QC,Artisan,http://http://lasuissenormande.com/francais,17.00,63.00,N/A,Mild with slight tart accent. Herbs or plain.,"Fresh cheese, spreadable creamy texture.",Unripened,false,Fresh Cheese,Goat,Pasteurized,No Rind,2016-02-03
1601,Barbu (Le),Fromagerie La Suisse Normande,QC,Artisan,http://http://lasuissenormande.com/francais,26.00,43.00,N/A,"Sharp, with a long finish",Creamy cheese with pleasant mushroom aroma,Less than 1 Month,false,Soft Cheese,Goat,Pasteurized,Bloomy Rind,2016-02-03
1602,Crottin (Le),Fromagerie La Suisse Normande,QC,Artisan,http://http://lasuissenormande.com/francais,26.00,43.00,Mediterranean type cheese that can easily be warmed.,Light goat taste with flavors of thyme and olive,Natural rind or ripened in olive oil.,Unripened,false,Fresh Cheese,Goat,Pasteurized,No Rind,2016-02-03
1603,Freddo (Le),Fromagerie La Suisse Normande,QC,Artisan,http://http://lasuissenormande.com/francais,35.00,47.00,Also made with pasteurzed milk.,"Mild, with a slightly pungent taste",Milk and field flower aroma,2 Months,false,Semi-soft Cheese,Cow,Raw Milk,Washed Rind,2016-02-03
1604,Petit Poitou (Le),Fromagerie La Suisse Normande,QC,Artisan,http://http://lasuissenormande.com/francais,22.00,56.00,N/A,"Creamy, fresh milk taste with a hint of salt",Camembert type cheese with bloomy rind,Less than 1 Month,false,Soft Cheese,Goat,Pasteurized,Bloomy Rind,2016-02-03
1605,Petit Normand (Le),Fromagerie La Suisse Normande,QC,Artisan,http://http://lasuissenormande.com/francais,27.00,48.00,N/A,Mild,"Camembert type cheese, white bloomy rind that has a  mushroom aroma, creamy texture",2 Months,false,Soft Cheese,Cow,Pasteurized,Bloomy Rind,2016-02-03
1606,Pizy (Le),Fromagerie La Suisse Normande,QC,Artisan,http://http://lasuissenormande.com/francais,27.00,49.00,N/A,Mild and milky with a bitter touch,"Bloomy rind, fresh mushroom aroma",Less than 1 Month,false,Soft Cheese,Cow,Pasteurized,Bloomy Rind,2016-02-03
1607,Tome (La),Fromagerie La Suisse Normande,QC,Artisan,http://http://lasuissenormande.com/francais,27.00,48.00,N/A,Sharp,N/A,3 Months,false,Semi-soft Cheese,Cow,Raw Milk,Washed Rind,2016-02-03
1608,Sabot de Blanchette (Le),Fromagerie La Suisse Normande,QC,Artisan,http://http://lasuissenormande.com/francais,26.00,49.00,Creamy and unctuous cheese.,Pronounced with an explosive finish,"Pyramidal shape, froggy rind, can present bluish mold",Less than 1 Month,false,Soft Cheese,Goat,Pasteurized,N/A,2016-02-03
1609,Biquet à la crème (Le),Fromagerie Tournevent (Damafro),QC,Industrial,N/A,30.00,55.00,N/A,"Creamy and mild available in the following: fines herbes, garlic and red pepper","Creamy and elastic cheese, easily spreadable",Unripened,false,Fresh Cheese,Goat,Pasteurized,No Rind,2016-02-03
1610,Déli Chèvre (Le),Fromagerie Tournevent (Damafro),QC,Industrial,N/A,6.00,72.00,Lactose free and light. American Cheese Society 2006 : 1st prize in the low in fat cheese category.,"Plain, seasoned with tomato and thyme or chives",Cynlindrical-shaped spreadable cheese,Unripened,false,Soft Cheese,Goat,Pasteurized,No Rind,2016-02-03
1611,Crottin de chèvre Capriati,Fromagerie Tournevent (Damafro),QC,Industrial,N/A,28.00,43.00,N/A,N/A,"Dried cheese cut into rounds, crumbly texture",Unripened,false,Semi-soft Cheese,Goat,Pasteurized,No Rind,2016-02-03
1612,Chèvre Noir,Fromagerie Tournevent (Damafro),QC,Industrial,N/A,28.00,42.00,"Awarded first place at the 2009 American Cheese Society Judging and Competition in Austin, TX.","Free of bitterness or spiciness, nutty and buttery flavours, sometimes ending in a hint of caramel",Cheddar-type of cheese ripened,2 Years,false,Firm Cheese,Goat,Pasteurized,N/A,2016-02-03
1613,Chevrino,Fromagerie Tournevent (Damafro),QC,Industrial,N/A,28.00,42.00,N/A,"Mild, slightly fruity","Cheddar cheese type, firm but smooth texture",3 Months,false,Firm Cheese,Goat,Pasteurized,N/A,2016-02-03
1614,Chèvre doux,Fromagerie Tournevent (Damafro),QC,Industrial,N/A,18.00,62.00,N/A,N/A,"Soft and smooth paste, unripened",Unripened,false,Fresh Cheese,Goat,Pasteurized,No Rind,2016-02-03
1615,Capriati,Fromagerie Tournevent (Damafro),QC,Industrial,N/A,28.00,43.00,"Mediterranean-type cheese,","Sharp, goat flavour Available : plain (crottin type) or marinated in oil","Unripened, natural rind",3 Months,false,Semi-soft Cheese,Goat,Pasteurized,No Rind,2016-02-03
1616,Biquet (Le),Fromagerie Tournevent (Damafro),QC,Industrial,N/A,20.00,58.00,1st prize of its category in 2004 and 2005 at the American Cheese Society contest,"Slightly acidulous (varieties available: plain, herb, pepper)",Crumbly cheese when cold and smooth at room temperature,Unripened,false,Fresh Cheese,Goat,Pasteurized,No Rind,2016-02-03
1617,Chèvre fin,Fromagerie Tournevent (Damafro),QC,Industrial,N/A,24.00,52.00,"Lactic, lightly acidulous, available in white or ash-coloured rind","Mild, slightly acidulous","Crumbly and light texture when young, becomes runny with age",Less than 1 Month,false,Soft Cheese,Goat,Pasteurized,Bloomy Rind,2016-02-03
1618,Feta Tradition,Fromagerie Tournevent (Damafro),QC,Industrial,N/A,22.00,55.00,Available in brine or in seasoned oil,"Pronounced, mild, acidulous and salty",Very tight paste,3 Months,false,Semi-soft Cheese,Goat,Pasteurized,No Rind,2016-02-03
1619,Médaillon et le Tournevent (Le),Fromagerie Tournevent (Damafro),QC,Industrial,N/A,20.00,58.00,Offered in two formats (round and medallions),Rich,"Crumbly when cold but smooth and creamy at room temperature, soft and unripened",Unripened,false,Fresh Cheese,Goat,Pasteurized,No Rind,2016-02-03
1620,Bouchées d'amour,Fromagerie du Vieux Saint-François,QC,Artisan,http://www.fromagerieduvieuxstfrancois.com/historique_ang.html,17.00,63.00,Pieces made from Petit Prince cheese and marinated in grapeseed oil,Mild and melting in the mouth,Fresh cheese covered in seasoning,Unripened,false,Fresh Cheese,Goat,Pasteurized,No Rind,2016-02-03
1621,Fleur de Neige,Fromagerie du Vieux Saint-François,QC,Artisan,http://www.fromagerieduvieuxstfrancois.com/historique_ang.html,15.00,65.00,Preserved in brine or oil,Mild and salty,Feta cheese,Unripened,false,Semi-soft Cheese,Goat,Pasteurized,No Rind,2016-02-03
1622,Samuel et Jérémie,Fromagerie du Vieux Saint-François,QC,Artisan,http://www.fromagerieduvieuxstfrancois.com/historique_ang.html,27.00,40.00,Plain or flavoured with garlic and parsely,Mild,Smooth and moist cheese. Cheddar type cheese,Unripened,false,Firm Cheese,Goat,Pasteurized,No Rind,2016-02-03
1623,Sieur Colomban,Fromagerie du Vieux Saint-François,QC,Artisan,http://www.fromagerieduvieuxstfrancois.com/historique_ang.html,27.00,40.00,N/A,"Mild to sharp, depending on age","Cheese covered in wax, making it ripen slowly internally",2 Years,false,Firm Cheese,Goat,Pasteurized,N/A,2016-02-03
1624,Pré des Mille-Îles (Le),Fromagerie du Vieux Saint-François,QC,Artisan,http://www.fromagerieduvieuxstfrancois.com/historique_ang.html,28.00,41.00,N/A,"Mild, slight taste of hazelnut, cream and salted butter",Creamy,Less than 1 Month,false,Semi-soft Cheese,Goat,Pasteurized,Washed Rind,2016-02-03
1625,Tour St-François (La),Fromagerie du Vieux Saint-François,QC,Artisan,http://www.fromagerieduvieuxstfrancois.com/historique_ang.html,28.00,43.00,N/A,Nutty and buttery,"Cheese with small eyes (holes), washed rind",2 Months,false,Semi-soft Cheese,Goat,Raw Milk,Washed Rind,2016-02-03
1626,Ti-Lou,Fromagerie du Vieux Saint-François,QC,Artisan,http://www.fromagerieduvieuxstfrancois.com/historique_ang.html,28.00,43.00,N/A,Mild and creamy,"Dried cheese slightly ripened, curd style, slightly brittle in texture",Less than 1 Month,false,Semi-soft Cheese,Goat,Pasteurized,No Rind,2016-02-03
1627,Petit Prince (Le),Fromagerie du Vieux Saint-François,QC,Artisan,http://www.fromagerieduvieuxstfrancois.com/historique_ang.html,17.00,63.00,"Available plain or in these flavors: chives, garlic and parsley, herbes de provence, onions and mixed peppercorns","Mild, fresh, very delicate goat flavour","Creamy, non ripened",Unripened,false,Fresh Cheese,Goat,Pasteurized,No Rind,2016-02-03
1628,Lavallois (Le),Fromagerie du Vieux Saint-François,QC,Artisan,http://www.fromagerieduvieuxstfrancois.com/historique_ang.html,20.00,57.00,N/A,Mild with flavour of fresh mushrooms,"Bloomy and white rind that gives woody aromas, camembert type, creamy texture",Less than 1 Month,false,Soft Cheese,Goat,Pasteurized,Bloomy Rind,2016-02-03
1629,Fleurs d'Ail,Fromage au Village (Le),QC,Artisan,http://http://fromagesduquebec.qc.ca/fr/fromageries/?fromagerie=Le_Fromage_au_Village,27.00,42.00,Contains garlic flower,Light and mild,Unripened firm cheese,Unripened,false,Firm Cheese,Cow,Pasteurized,No Rind,2016-02-03
1630,Cheddar frais Le Fromage au Village,Fromage au Village (Le),QC,Artisan,http://http://fromagesduquebec.qc.ca/fr/fromageries/?fromagerie=Le_Fromage_au_Village,31.00,39.00,N/A,N/A,Cheese curds or blocks,Unripened,false,Firm Cheese,Cow,Pasteurized,No Rind,2016-02-03
1631,Rouet,Fromage au Village (Le),QC,Artisan,http://http://fromagesduquebec.qc.ca/fr/fromageries/?fromagerie=Le_Fromage_au_Village,31.00,39.00,N/A,N/A,Ripened cheddar,18 Months,false,Firm Cheese,Ewe,Thermised,N/A,2016-02-03
1632,Cru du Clocher (Le),Fromage au Village (Le),QC,Artisan,http://http://fromagesduquebec.qc.ca/fr/fromageries/?fromagerie=Le_Fromage_au_Village,31.00,39.00,Onctuous for a Cheddar cheese.,"Mild, lactic and fruity","Cheddar type cheese, interior ripened",6 Months,false,Firm Cheese,Cow,Raw Milk,No Rind,2016-02-03
1633,Cru du Clocher (Réserve 2 ans) (Le),Fromage au Village (Le),QC,Artisan,http://http://fromagesduquebec.qc.ca/fr/fromageries/?fromagerie=Le_Fromage_au_Village,31.00,40.00,Onctuous texture uncommon for a 2 year cheddar,"Nutty, lactic and fruity accentuated.","Cheddar type cheese, interior ripened.",2 Years,false,Firm Cheese,Cow,Raw Milk,No Rind,2016-02-03
1634,Cheddar (Fromagerie Ferme des Chutes),Ferme Des Chutes,QC,Farmstead,http://www.fromagerie-des-chutes.qc.ca,0.00,0.00,N/A,Mild,Cheese curds or block.,N/A,true,Firm Cheese,Cow,Pasteurized,No Rind,2016-02-03
1635,Rapide Arcand (Le),Ferme Des Chutes,QC,Farmstead,http://www.fromagerie-des-chutes.qc.ca,34.00,39.00,N/A,Hazelnut flavour that intensifies with age,N/A,6 Months,true,Firm Cheese,Cow,Pasteurized,No Rind,2016-02-03
1636,Chute à Michel (La),Ferme Des Chutes,QC,Farmstead,http://www.fromagerie-des-chutes.qc.ca,34.00,39.00,N/A,Hazelnut flavour that intensifies with age,Strong cheddar,1 Year,true,Firm Cheese,Cow,Pasteurized,No Rind,2016-02-03
1637,Chute à l'Ours (La),Ferme Des Chutes,QC,Farmstead,http://www.fromagerie-des-chutes.qc.ca,34.00,39.00,N/A,Hazelnut flavour that intensifies with age,Extra strong cheddar,2 Years,true,Firm Cheese,Cow,Pasteurized,No Rind,2016-02-03
1638,Chute Chaudière (La),Ferme Des Chutes,QC,Farmstead,http://www.fromagerie-des-chutes.qc.ca,34.00,39.00,"Also available : ""Réserve Spéciale"" ripened during 6 years or more, until sold out.",Pronounced hazelnut flavor,Extra strong cheddar,3 Years,true,Firm Cheese,Cow,Pasteurized,No Rind,2016-02-03
1639,St-Félicien Lac St-Jean,Ferme Des Chutes,QC,Farmstead,http://www.fromagerie-des-chutes.qc.ca,29.00,42.00,Lactose free,Taste of butter with a slight acid touch,"Ripened, smooth and creamy texture",2 Months,true,Semi-soft Cheese,Cow,Pasteurized,No Rind,2016-02-03
1640,Suisse vieilli (Fromagerie St-Fidèle),Fromagerie St-Fidèle,QC,Industrial,http://www.fromageriestfidele.net/,27.00,40.00,Lactose free,Light bitter almond and milky taste,"Interior-ripened, ivory-colored, shows round holes dispersed through  the cheese",6 Months,false,Firm Cheese,Cow,Pasteurized,No Rind,2016-02-03
1641,Suisse léger (Fromagerie St-Fidèle),Fromagerie St-Fidèle,QC,Industrial,http://www.fromageriestfidele.net/,17.00,0.00,Light in fat,N/A,Interior-ripened,N/A,false,Firm Cheese,Cow,Pasteurized,No Rind,2016-02-03
1642,Cheddar frais (Fromagerie St-Fidèle),Fromagerie St-Fidèle,QC,Industrial,http://www.fromageriestfidele.net/,31.00,41.00,Rounds of cheddar also available colored.,Hazelnut flavor that intensifies with age,Fresh cheese curds or rounds,Unripened,false,Firm Cheese,Cow,Pasteurized,No Rind,2016-02-03
1643,Cheddar doux (Fromagerie St-Fidèle),Fromagerie St-Fidèle,QC,Industrial,http://www.fromageriestfidele.net/,31.00,41.00,N/A,Hazelnut flavor that intensifies with age,Creamy-colored,3 Months,false,Firm Cheese,Cow,Pasteurized,No Rind,2016-02-03
1644,Cheddar mi-fort (Fromagerie St-Fidèle),Fromagerie St-Fidèle,QC,Industrial,http://www.fromageriestfidele.net/,31.00,41.00,N/A,Hazelnut flavor that intensifies with age,Creamy-colored,9 Months,false,Firm Cheese,Cow,Pasteurized,No Rind,2016-02-03
1645,Cheddar fort (Fromagerie St-Fidèle),Fromagerie St-Fidèle,QC,Industrial,http://www.fromageriestfidele.net/,31.00,41.00,N/A,Hazelnut flavor that intensifies with age,Creamy-colored,3 Years,false,Firm Cheese,Cow,Pasteurized,N/A,2016-02-03
1646,Cheddar très fort (Fromagerie St-Fidèle),Fromagerie St-Fidèle,QC,Industrial,http://www.fromageriestfidele.net/,31.00,41.00,N/A,Hazelnut flavour that intensifies with age,Creamy-colored,More than 5 Years,false,Firm Cheese,Cow,Pasteurized,No Rind,2016-02-03
1647,Suisse macéré au porto (Fromagerie St-Fidèle),Fromagerie St-Fidèle,QC,Industrial,http://www.fromageriestfidele.net/,27.00,40.00,N/A,Slightly nutty with a lovely mix of port,Ivory coloured cheese in the centre with a crimson colour on the outside created by soaking,N/A,false,Firm Cheese,Cow,Pasteurized,No Rind,2016-02-03
1648,Suisse macéré au mistelle,Fromagerie St-Fidèle,QC,Industrial,http://www.fromageriestfidele.net/,27.00,40.00,Flavoured with Mistelle (80% apple juice and 20% Amélanchier juice [common name for small pears] and mixed with 20% alcohol),Slightly nutty taste typical of Suisse St-Fidèle,Ivory coloured cheese in centre and an amber colour on the outside created by soaking,N/A,false,Firm Cheese,Cow,Pasteurized,N/A,2016-02-03
1649,Suisse macéré au Cidre de pommes,Fromagerie St-Fidèle,QC,Industrial,http://www.fromageriestfidele.net/,27.00,40.00,Flavoured with apple cider,"Slightly nutty taste typical of Suisse St-Fidèle, flavoured with apple cider",N/A,N/A,false,Firm Cheese,Cow,Pasteurized,No Rind,2016-02-03
1650,Suisse (Fromagerie St-Fidèle),Fromagerie St-Fidèle,QC,Industrial,http://www.fromageriestfidele.net/,27.00,40.00,N/A,Slight nutty taste and mild almond depending on age,Interior ripened,2 Months,false,Firm Cheese,Cow,Pasteurized,No Rind,2016-02-03
1651,Cheddar Jocoeur,Fromagerie La Vache à Maillotte,QC,Artisan,http://www.vacheamaillotte.com/en/home/home.cfm,17.00,40.00,N/A,N/A,"Cheddar type cheese, unripened",Unripened,false,Firm Cheese,Cow,Pasteurized,No Rind,2016-02-03
1652,Fredondaine,Fromagerie La Vache à Maillotte,QC,Artisan,http://www.vacheamaillotte.com/en/home/home.cfm,29.00,41.00,N/A,"Delicate, milk taste, with slightly acidulous accents",The interior presents small holes.,2 Months,false,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,2016-02-03
1653,Farandole,Fromagerie La Vache à Maillotte,QC,Artisan,http://www.vacheamaillotte.com/en/home/home.cfm,28.00,46.00,N/A,N/A,"Gray and dry rind that has a mushroom aroma. Ivory colored cheese, supple and showing small holes inside",2 Months,false,Semi-soft Cheese,Cow,Raw Milk,Washed Rind,2016-02-03
1654,Sonatine,Fromagerie La Vache à Maillotte,QC,Artisan,http://www.vacheamaillotte.com/en/home/home.cfm,29.00,40.00,Cantal type cheese,Delicate nutty taste,"Natural rind, light grey colour",4 Months,false,Firm Cheese,Cow,Pasteurized,N/A,2016-02-03
1655,Allegretto,Fromagerie La Vache à Maillotte,QC,Artisan,http://www.vacheamaillotte.com/en/home/home.cfm,29.00,40.00,N/A,"Subtle delicate flavor, slightly nutty","Firm, surface ripened cheese",4 Months,false,Firm Cheese,Ewe,Thermised,N/A,2016-02-03
1656,Blanchon (Le),Ferme Caron,QC,Farmstead,N/A,15.00,65.00,Made from low temperature pasteurised milk.,"Mild (Available Varieties: herbs, chive, garlic, pepper)",Smooth cheese,Unripened,false,Fresh Cheese,Goat,Pasteurized,No Rind,2016-02-03
1657,P'tit Diable,Fromagerie Ruban Bleu,QC,Farmstead,http://www.rubanbleu.net,19.00,45.00,N/A,Mushroomy and milky taste,Soft white and chalky cheese,Less than 1 Month,false,Soft Cheese,Goat,Pasteurized,Bloomy Rind,2016-02-03
1658,Saint-Isidore à croûte cendrée,Fromagerie Ruban Bleu,QC,Farmstead,http://www.rubanbleu.net,20.00,60.00,N/A,"Slightly goat, ash and fruit flavour","Soft white and chalky cheese, ashen",1 Month,false,Soft Cheese,Goat,Pasteurized,Bloomy Rind,2016-02-03
1659,Pampille,Fromagerie Ruban Bleu,QC,Farmstead,http://www.rubanbleu.net,15.00,68.00,N/A,"Delicate, mild goat flavour",Creamy,Unripened,false,Fresh Cheese,Goat,Pasteurized,No Rind,2016-02-03
1660,P'tite Chevrette,Fromagerie Ruban Bleu,QC,Farmstead,http://www.rubanbleu.net,20.00,60.00,Pyramid shaped cheese. P'tite Chevrette won 1st prize in its category and the gold Caseus award in all categories combined at the 2000 Warwick Cheese Festival,Mild and long lasting flavour,"Creamy and melst in your mouth cheese, bloomy rind",4 Months,false,Soft Cheese,Goat,Pasteurized,Bloomy Rind,2016-02-03
